Address           Kbytes     RSS   Dirty Mode  Mapping
00007f2e3400e000     364     360     360 rw---   [ anon ]
00007f2e340aa000       4       0       0 -----   [ anon ]
00007f2e340ab000    5136      48      48 rw---   [ anon ]
00007f2e345af000       4       0       0 -----   [ anon ]
00007f2e345b0000    1024      16      16 rw---   [ anon ]
00007f2e346b0000       4       0       0 -----   [ anon ]
00007f2e346b1000    1024       8       8 rw---   [ anon ]
00007f2e347b1000       4       0       0 -----   [ anon ]
00007f2e347b2000    5412    4396    4396 rw---   [ anon ]
00007f2e34cfb000    1584       0       0 -----   [ anon ]
00007f2e34e87000     768     768     768 rw---   [ anon ]
00007f2e34f47000     196       0       0 -----   [ anon ]
00007f2e34f78000     572     244     244 rw---   [ anon ]
00007f2e35007000     196       0       0 -----   [ anon ]
00007f2e35038000    4348    1848    1848 rw---   [ anon ]
00007f2e35477000     732       0       0 -----   [ anon ]
00007f2e3552e000     320     320     320 rw---   [ anon ]
00007f2e3557e000     620       0       0 -----   [ anon ]
00007f2e35619000      20      20      20 rw---   [ anon ]
00007f2e3561e000      28       0       0 -----   [ anon ]
00007f2e35625000      52      52       0 r---- libjava.so
00007f2e35632000      56      56       0 r-x-- libjava.so
00007f2e35640000      20       8       0 r---- libjava.so
00007f2e35645000       4       4       4 r---- libjava.so
00007f2e35646000       4       4       4 rw--- libjava.so
00007f2e35647000       4       4       4 rw---   [ anon ]
00007f2e35648000      32      32      12 rw-s- 11
00007f2e35650000       8       8       0 r---- libjimage.so
00007f2e35652000      12      12       0 r-x-- libjimage.so
00007f2e35655000       4       4       0 r---- libjimage.so
00007f2e35656000       4       4       4 r---- libjimage.so
00007f2e35657000       4       4       4 rw--- libjimage.so
00007f2e35658000      16       0       0 -----   [ anon ]
00007f2e3565c000    1008      72      72 rw---   [ anon ]
00007f2e35758000      12      12       0 r---- libgcc_s-13-20250418.so.1
00007f2e3575b000     112       8       0 r-x-- libgcc_s-13-20250418.so.1
00007f2e35777000      16       4       0 r---- libgcc_s-13-20250418.so.1
00007f2e3577b000       4       0       0 r---- libgcc_s-13-20250418.so.1
00007f2e3577c000       4       0       0 rw--- libgcc_s-13-20250418.so.1
00007f2e3577d000      64      60       0 r---- libm.so.6
00007f2e3578d000     476      72       0 r-x-- libm.so.6
00007f2e35804000     360       8       0 r---- libm.so.6
00007f2e3585e000       4       0       0 r---- libm.so.6
00007f2e3585f000       4       0       0 rw--- libm.so.6
00007f2e35860000     624     604       0 r---- libstdc++.so.6.0.32
00007f2e358fc000    1192     136       0 r-x-- libstdc++.so.6.0.32
00007f2e35a26000     496      20       0 r---- libstdc++.so.6.0.32
00007f2e35aa2000      52       0       0 r---- libstdc++.so.6.0.32
00007f2e35aaf000       4       0       0 rw--- libstdc++.so.6.0.32
00007f2e35ab0000      16       0       0 rw---   [ anon ]
00007f2e35ab4000    2696    2696       0 r---- libjvm.so
00007f2e35d56000   14668    9312       0 r-x-- libjvm.so
00007f2e36ba9000    2920     768       0 r---- libjvm.so
00007f2e36e83000     848     592     584 r---- libjvm.so
00007f2e36f57000     192      80      80 rw--- libjvm.so
00007f2e36f87000     416     236     236 rw---   [ anon ]
00007f2e36fef000     152     140       0 r---- libc.so.6
00007f2e37015000    1372     656       0 r-x-- libc.so.6
00007f2e3716c000     332      92       0 r---- libc.so.6
00007f2e371bf000      16      12      12 r---- libc.so.6
00007f2e371c3000       8       8       8 rw--- libc.so.6
00007f2e371c5000      32      16      16 rw---   [ anon ]
00007f2e371cd000       8       8       0 r---- libjli.so
00007f2e371cf000      40      40       0 r-x-- libjli.so
00007f2e371d9000      12       8       0 r---- libjli.so
00007f2e371dc000       4       0       0 r---- libjli.so
00007f2e371dd000       4       0       0 rw--- libjli.so
00007f2e371de000      12      12       0 r---- libz.so.1.3.1.zlib-ng
00007f2e371e1000      88      64       0 r-x-- libz.so.1.3.1.zlib-ng
00007f2e371f7000      36      16       0 r---- libz.so.1.3.1.zlib-ng
00007f2e37200000       4       4       4 r---- libz.so.1.3.1.zlib-ng
00007f2e37201000       4       4       4 rw--- libz.so.1.3.1.zlib-ng
00007f2e37202000       4       0       0 -----   [ anon ]
00007f2e37203000       4       0       0 r----   [ anon ]
00007f2e37204000       4       0       0 -----   [ anon ]
00007f2e37205000       8       8       8 rw---   [ anon ]
00007f2e37207000       4       4       0 r---- ld-linux-x86-64.so.2
00007f2e37208000     156     148       0 r-x-- ld-linux-x86-64.so.2
00007f2e3722f000      40      20       0 r---- ld-linux-x86-64.so.2
00007f2e37239000       8       4       4 r---- ld-linux-x86-64.so.2
00007f2e3723b000       8       8       8 rw--- ld-linux-x86-64.so.2
00007ffecda97000     132       4       0 rw---   [ stack ]
00007ffecdb0c000       8       4       0 r-x--   [ anon ]
ffffffffff600000       4       0       0 r-x--   [ anon ]

