satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
0.84,0.55,3.0,242.0,3,0.0,0,RandD,,0
0.88,0.71,4.0,250.0,3,0.0,0,RandD,medium,0
0.37,0.9,3.0,,6,0.0,0,RandD,,0
0.88,0.66,4.0,133.0,2,0.0,0,RandD,medium,0
0.69,0.85,3.0,200.0,2,0.0,0,RandD,medium,0
0.54,0.49,,155.0,2,1.0,0,marketing,medium,0
0.76,0.57,5.0,139.0,4,0.0,0,sales,medium,0
0.51,0.58,4.0,,3,0.0,0,accounting,medium,0
0.16,0.52,3.0,100.0,4,0.0,0,support,medium,0
0.65,0.6,5.0,160.0,3,0.0,0,technical,medium,0
0.54,0.81,5.0,195.0,4,0.0,0,management,,0
0.66,,4.0,152.0,3,0.0,0,marketing,,0
0.95,0.65,5.0,182.0,3,0.0,0,marketing,low,0
0.83,0.57,,137.0,2,0.0,0,marketing,medium,0
0.98,0.84,4.0,182.0,3,0.0,0,sales,medium,0
0.72,0.72,3.0,217.0,2,0.0,0,sales,medium,0
0.71,0.62,4.0,192.0,4,0.0,0,sales,medium,0
0.36,0.65,3.0,116.0,2,1.0,0,sales,low,0
0.55,0.65,4.0,170.0,4,0.0,0,sales,low,0
0.64,0.52,3.0,223.0,3,0.0,0,sales,low,0
0.62,0.57,3.0,174.0,2,0.0,0,sales,low,0
1.0,0.95,,193.0,6,0.0,0,sales,low,0
0.91,0.91,6.0,167.0,2,1.0,0,sales,low,0
0.81,0.67,4.0,225.0,3,0.0,0,sales,,0
0.71,0.92,4.0,248.0,3,1.0,0,sales,low,0
0.97,0.74,3.0,104.0,5,0.0,0,sales,low,0
0.75,0.86,6.0,148.0,4,,0,sales,low,0
0.68,1.0,,148.0,4,1.0,0,sales,low,0
0.87,0.68,5.0,187.0,3,0.0,0,sales,,0
0.96,0.57,,151.0,2,0.0,0,sales,low,0
0.41,0.86,6.0,215.0,5,0.0,0,sales,low,0
0.81,0.61,4.0,142.0,4,0.0,0,sales,low,0
0.68,1.0,6.0,258.0,5,0.0,0,sales,low,0
0.63,0.56,4.0,228.0,3,0.0,0,accounting,low,0
0.6,0.84,2.0,221.0,3,0.0,0,accounting,low,0
0.66,,3.0,263.0,3,0.0,0,accounting,medium,0
0.69,0.82,4.0,273.0,4,0.0,0,hr,medium,0
0.23,0.37,3.0,247.0,4,0.0,0,hr,medium,0
0.52,,3.0,225.0,3,0.0,0,hr,,0
0.65,0.86,4.0,269.0,2,1.0,0,hr,medium,0
0.78,0.4,6.0,174.0,3,0.0,0,technical,medium,0
0.6,0.65,5.0,201.0,2,0.0,0,technical,medium,0
0.9,0.62,3.0,254.0,3,0.0,0,technical,medium,0
0.59,0.95,5.0,254.0,2,0.0,0,technical,medium,0
0.89,,3.0,185.0,2,1.0,0,technical,medium,0
0.96,0.85,,200.0,4,0.0,0,technical,medium,0
0.68,,3.0,,3,1.0,0,technical,medium,0
0.52,0.72,2.0,160.0,2,0.0,0,technical,high,0
0.68,0.94,3.0,264.0,2,0.0,0,technical,low,0
0.6,,,172.0,3,0.0,0,technical,medium,0
0.28,0.83,5.0,,4,0.0,0,technical,medium,0
0.98,,5.0,260.0,3,0.0,0,support,medium,0
0.67,0.52,,,2,0.0,0,support,medium,0
0.86,0.6,5.0,134.0,2,1.0,0,support,,0
0.83,0.9,3.0,195.0,3,0.0,0,support,,0
0.79,0.86,3.0,139.0,3,0.0,0,support,low,0
0.54,0.86,4.0,205.0,5,0.0,0,support,low,0
0.51,0.86,,212.0,2,0.0,0,support,low,0
0.75,0.65,4.0,148.0,2,0.0,0,support,low,0
0.51,0.67,,228.0,3,0.0,0,support,low,0
0.73,0.74,5.0,230.0,3,0.0,0,support,low,0
0.17,0.4,,286.0,3,0.0,0,support,low,0
0.88,,4.0,142.0,3,,0,technical,low,0
0.76,,3.0,161.0,3,0.0,0,technical,low,0
0.29,0.77,3.0,152.0,3,1.0,0,technical,,0
0.62,0.97,4.0,266.0,3,0.0,0,management,low,0
0.5,0.85,2.0,143.0,3,0.0,0,IT,low,0
0.16,0.65,5.0,165.0,3,0.0,0,IT,,0
0.18,0.99,4.0,204.0,6,0.0,0,IT,,0
0.86,0.68,4.0,170.0,2,,0,IT,low,0
0.68,0.52,5.0,203.0,3,0.0,0,IT,low,0
0.68,0.85,3.0,199.0,3,0.0,0,product_mng,low,0
0.89,0.78,4.0,223.0,3,0.0,0,product_mng,low,0
0.86,0.88,4.0,,2,0.0,0,product_mng,low,0
0.43,,4.0,190.0,3,0.0,0,product_mng,medium,0
0.85,0.58,,143.0,6,1.0,0,IT,medium,0
0.94,0.8,,111.0,4,0.0,1,RandD,medium,0
0.58,,4.0,145.0,3,1.0,1,RandD,medium,0
0.43,0.6,3.0,138.0,3,0.0,1,RandD,medium,0
0.72,,3.0,203.0,3,0.0,1,RandD,medium,0
0.95,0.96,5.0,175.0,3,1.0,1,RandD,medium,0
0.35,,3.0,119.0,3,0.0,1,marketing,,0
0.77,0.79,,157.0,3,0.0,1,sales,medium,0
0.74,0.7,5.0,135.0,2,0.0,1,accounting,medium,0
0.5,0.6,4.0,200.0,2,0.0,1,support,medium,0
0.87,0.56,4.0,121.0,2,0.0,1,technical,medium,0
0.55,,3.0,162.0,3,0.0,1,management,high,0
0.8,0.65,3.0,135.0,3,0.0,1,marketing,,0
0.49,,4.0,183.0,2,0.0,1,marketing,,0
0.54,,4.0,,3,0.0,1,marketing,medium,0
0.21,0.87,4.0,148.0,5,0.0,0,sales,,0
0.77,,3.0,219.0,2,0.0,0,sales,,0
0.53,0.73,4.0,147.0,3,0.0,0,sales,low,0
0.89,0.49,5.0,165.0,6,0.0,0,sales,,0
0.25,0.59,4.0,218.0,3,1.0,0,sales,low,0
0.53,0.59,3.0,,2,0.0,0,sales,low,0
0.44,0.45,2.0,124.0,3,,0,sales,low,0
0.7,,2.0,131.0,2,0.0,0,sales,,0
0.54,0.76,3.0,199.0,4,0.0,0,sales,,0
0.9,0.56,3.0,,3,0.0,0,sales,low,0
0.69,0.8,5.0,215.0,3,0.0,0,sales,low,0
0.78,,4.0,180.0,3,0.0,0,sales,low,0
0.91,0.49,6.0,272.0,6,0.0,0,sales,low,0
0.92,0.61,,228.0,2,0.0,0,sales,low,0
0.96,0.88,3.0,168.0,2,0.0,0,sales,,0
0.8,0.77,4.0,205.0,2,0.0,0,sales,low,0
0.52,0.67,3.0,244.0,3,0.0,0,sales,low,0
0.52,0.97,3.0,185.0,2,0.0,0,sales,low,0
0.93,0.96,5.0,135.0,3,1.0,0,sales,low,0
0.89,0.9,,160.0,2,0.0,0,accounting,low,0
0.83,0.61,4.0,262.0,4,0.0,0,accounting,,0
0.7,0.84,6.0,,6,0.0,0,accounting,low,0
0.89,,4.0,174.0,2,0.0,0,hr,,0
0.21,0.37,6.0,266.0,3,,1,hr,medium,0
0.67,0.78,4.0,241.0,4,0.0,1,hr,medium,0
0.73,0.97,3.0,245.0,2,,1,hr,medium,0
0.85,0.51,3.0,,4,0.0,1,technical,medium,0
0.54,,4.0,157.0,3,0.0,1,technical,medium,0
0.74,0.94,3.0,286.0,6,0.0,1,technical,medium,0
0.71,0.65,4.0,,2,1.0,1,technical,,0
0.76,,2.0,229.0,3,0.0,1,technical,medium,0
0.85,0.5,,,2,0.0,1,technical,medium,0
0.82,0.89,4.0,196.0,3,0.0,1,technical,medium,0
0.71,0.79,4.0,133.0,3,0.0,1,technical,medium,0
0.79,,5.0,228.0,3,0.0,1,technical,medium,0
0.86,0.56,4.0,247.0,3,0.0,1,technical,high,0
0.9,0.78,5.0,215.0,3,,1,technical,low,0
0.65,0.8,6.0,233.0,3,1.0,1,support,medium,0
0.53,0.74,5.0,237.0,2,0.0,1,support,medium,0
0.51,0.91,4.0,269.0,5,0.0,1,support,,0
1.0,0.76,6.0,246.0,3,1.0,1,support,medium,0
0.92,0.82,4.0,168.0,3,0.0,1,support,low,0
1.0,0.59,,168.0,3,0.0,1,support,,0
0.23,0.67,4.0,163.0,5,0.0,1,support,low,0
0.52,0.77,3.0,142.0,2,0.0,1,support,low,0
0.8,0.83,4.0,183.0,2,1.0,1,support,,0
0.59,0.72,,264.0,3,,0,support,low,0
0.75,0.55,2.0,184.0,2,0.0,0,support,,0
0.99,,4.0,138.0,3,0.0,0,technical,low,0
0.57,0.76,3.0,195.0,3,0.0,0,technical,medium,0
0.87,0.95,4.0,251.0,3,0.0,0,technical,medium,0
0.52,0.47,3.0,108.0,5,0.0,0,management,medium,0
0.57,0.9,,144.0,2,0.0,0,IT,medium,0
0.32,0.77,6.0,112.0,4,0.0,0,IT,medium,0
0.66,0.81,2.0,201.0,3,0.0,0,IT,medium,0
0.53,0.8,4.0,204.0,3,0.0,0,IT,medium,0
0.55,0.62,5.0,226.0,3,0.0,0,IT,medium,0
0.66,0.9,3.0,217.0,4,0.0,0,product_mng,medium,0
0.69,0.92,4.0,149.0,2,0.0,0,product_mng,medium,0
0.67,0.99,5.0,237.0,3,0.0,0,product_mng,medium,0
0.75,0.37,3.0,256.0,3,0.0,0,product_mng,medium,0
0.7,,4.0,,2,0.0,0,IT,medium,0
0.71,0.74,3.0,,2,0.0,0,RandD,medium,0
0.97,0.6,5.0,,2,0.0,0,RandD,medium,0
0.5,0.48,3.0,246.0,3,0.0,0,RandD,medium,0
0.34,0.92,3.0,206.0,3,0.0,0,RandD,medium,0
0.67,0.74,3.0,,3,0.0,0,RandD,,0
0.78,0.98,,157.0,3,0.0,0,marketing,,0
0.52,0.91,4.0,187.0,2,0.0,0,sales,medium,0
0.91,0.51,2.0,211.0,2,0.0,0,accounting,medium,0
0.79,0.92,3.0,204.0,3,0.0,0,support,medium,0
0.83,,5.0,182.0,2,1.0,0,technical,medium,0
0.74,,3.0,244.0,3,0.0,0,management,medium,0
0.77,0.97,3.0,184.0,3,1.0,0,marketing,medium,0
0.49,0.71,2.0,117.0,3,0.0,0,marketing,high,0
0.94,0.89,3.0,,3,1.0,0,marketing,high,0
0.99,0.91,3.0,241.0,2,0.0,0,sales,high,0
0.69,0.84,3.0,227.0,3,,0,sales,high,0
0.88,0.59,5.0,147.0,4,0.0,0,sales,high,0
0.89,,3.0,240.0,3,0.0,0,sales,high,0
0.8,0.58,4.0,238.0,2,0.0,0,sales,high,0
0.22,0.89,4.0,,4,0.0,0,sales,high,0
0.87,0.83,4.0,215.0,2,0.0,0,sales,high,0
0.66,0.66,3.0,211.0,4,0.0,0,sales,high,0
0.9,0.68,3.0,156.0,3,1.0,0,sales,high,0
0.95,0.54,4.0,180.0,5,0.0,0,sales,,0
0.49,0.56,4.0,260.0,6,0.0,0,sales,low,0
0.71,0.68,4.0,228.0,2,0.0,0,sales,low,0
0.2,0.96,2.0,249.0,3,0.0,0,sales,low,0
0.95,0.64,3.0,242.0,5,,0,sales,,0
0.68,0.8,2.0,254.0,2,,0,sales,low,0
0.93,0.68,3.0,272.0,2,1.0,0,sales,low,0
0.85,0.57,5.0,210.0,3,0.0,0,sales,low,0
0.82,0.68,3.0,140.0,2,0.0,0,sales,low,0
0.87,0.42,5.0,252.0,5,0.0,0,sales,low,0
0.88,0.84,3.0,,3,0.0,0,accounting,,0
0.98,,4.0,138.0,3,0.0,0,accounting,low,0
0.89,,3.0,220.0,3,0.0,0,accounting,low,0
0.92,,5.0,214.0,3,0.0,0,hr,low,0
0.48,0.6,2.0,121.0,5,0.0,0,hr,low,0
0.67,0.49,4.0,195.0,3,0.0,0,hr,low,0
0.84,0.55,,135.0,3,0.0,0,hr,medium,0
0.97,0.78,4.0,,2,0.0,0,technical,medium,0
0.65,0.53,5.0,205.0,3,1.0,0,technical,,0
0.79,0.87,,240.0,2,1.0,0,technical,medium,0
0.75,0.75,,141.0,4,0.0,0,technical,medium,0
0.69,0.64,,200.0,3,0.0,0,technical,medium,0
0.85,0.6,4.0,257.0,3,0.0,0,technical,,0
0.34,0.41,2.0,141.0,3,0.0,0,technical,,0
0.97,0.68,3.0,185.0,2,0.0,0,technical,medium,0
0.39,0.99,6.0,,6,0.0,0,technical,medium,0
0.54,0.81,4.0,264.0,4,0.0,0,technical,medium,0
0.78,0.67,4.0,260.0,3,0.0,0,technical,medium,0
0.49,0.79,,158.0,3,0.0,0,support,high,0
0.17,0.83,6.0,195.0,5,0.0,0,support,high,0
0.98,0.81,3.0,180.0,2,1.0,0,support,high,0
0.9,1.0,2.0,,5,0.0,0,support,,0
0.24,0.89,5.0,228.0,4,1.0,0,support,high,0
0.92,0.79,5.0,243.0,3,1.0,0,support,high,0
0.36,0.72,3.0,,3,0.0,0,support,high,0
0.19,0.76,2.0,158.0,3,0.0,0,support,high,0
0.75,0.76,4.0,254.0,4,0.0,0,support,low,0
0.91,0.81,3.0,220.0,3,1.0,0,support,low,0
0.72,0.95,5.0,,3,0.0,0,support,,0
0.62,0.64,4.0,142.0,2,0.0,0,technical,low,0
0.97,0.75,3.0,241.0,2,0.0,0,technical,low,0
0.69,0.64,3.0,275.0,3,0.0,0,technical,low,0
0.98,0.56,3.0,157.0,2,0.0,0,management,low,0
0.62,0.53,5.0,169.0,3,0.0,0,IT,low,0
0.59,0.82,2.0,233.0,2,0.0,0,IT,medium,0
0.73,0.98,4.0,160.0,3,0.0,0,IT,medium,0
0.71,0.79,,,3,0.0,0,IT,medium,0
0.85,0.58,4.0,273.0,4,0.0,0,IT,medium,0
0.8,0.94,4.0,,3,1.0,0,product_mng,medium,0
0.48,0.38,3.0,134.0,3,0.0,0,product_mng,,0
0.64,0.4,3.0,248.0,3,0.0,0,product_mng,medium,0
0.19,0.64,6.0,,5,0.0,0,product_mng,medium,0
0.82,0.69,,219.0,3,0.0,0,IT,medium,0
0.99,0.96,,202.0,3,0.0,0,RandD,medium,0
0.45,,3.0,200.0,2,0.0,0,RandD,medium,0
0.89,0.89,3.0,138.0,2,0.0,0,RandD,,0
0.75,,4.0,158.0,5,1.0,0,RandD,medium,0
0.8,,3.0,,2,0.0,0,RandD,,0
0.78,0.49,4.0,222.0,2,0.0,0,marketing,medium,0
0.95,0.76,3.0,236.0,2,1.0,0,sales,,0
0.68,0.67,4.0,,2,0.0,0,accounting,medium,0
0.82,0.97,5.0,235.0,3,0.0,0,support,medium,0
0.9,0.69,,274.0,2,0.0,0,technical,medium,0
0.59,0.99,3.0,235.0,2,0.0,0,management,medium,0
0.66,0.57,3.0,169.0,4,1.0,0,marketing,medium,0
0.63,0.56,5.0,286.0,4,,0,marketing,,0
0.73,,,166.0,2,0.0,0,marketing,medium,0
0.63,,3.0,,4,0.0,0,sales,high,0
0.87,0.62,5.0,197.0,2,0.0,0,sales,low,0
0.62,0.87,6.0,169.0,2,1.0,0,sales,medium,0
0.53,0.9,3.0,210.0,3,0.0,0,sales,medium,0
0.94,0.83,4.0,156.0,2,0.0,0,sales,,0
0.94,0.55,5.0,231.0,2,0.0,0,sales,medium,0
0.55,0.64,3.0,101.0,2,1.0,0,sales,,0
0.58,0.72,4.0,259.0,3,0.0,0,sales,medium,0
0.98,0.88,,203.0,5,1.0,0,sales,medium,0
0.74,0.76,5.0,255.0,4,0.0,0,sales,medium,0
0.65,0.48,3.0,131.0,3,1.0,0,sales,medium,0
0.97,0.79,2.0,272.0,2,0.0,0,sales,,0
0.58,0.75,4.0,253.0,2,0.0,0,sales,low,0
0.49,,2.0,254.0,2,0.0,0,sales,low,0
0.69,,3.0,214.0,2,,0,sales,,0
0.55,0.49,5.0,195.0,3,0.0,0,sales,,0
0.65,0.89,4.0,,3,0.0,0,sales,low,0
0.87,0.49,4.0,,2,0.0,0,sales,low,0
0.12,0.7,4.0,276.0,4,0.0,0,sales,low,0
0.65,,4.0,247.0,4,0.0,0,accounting,high,0
0.23,0.66,4.0,212.0,4,,0,accounting,low,0
0.62,,4.0,256.0,3,0.0,0,accounting,high,0
0.86,,4.0,178.0,2,0.0,0,hr,,0
0.85,0.6,4.0,255.0,4,0.0,0,hr,low,0
0.74,0.76,3.0,,2,0.0,0,hr,low,0
0.53,0.76,2.0,204.0,4,0.0,0,hr,high,0
0.99,0.44,6.0,104.0,6,0.0,0,technical,low,0
0.48,0.81,5.0,113.0,3,0.0,0,technical,medium,0
0.72,0.74,3.0,243.0,2,0.0,0,technical,high,0
0.76,0.72,3.0,242.0,5,1.0,0,technical,medium,0
0.41,0.7,4.0,,3,,0,technical,medium,0
0.85,0.88,3.0,235.0,2,0.0,0,technical,medium,0
0.62,,4.0,175.0,3,0.0,0,technical,medium,0
0.16,0.78,4.0,280.0,6,0.0,0,technical,high,0
0.58,0.61,3.0,,2,0.0,0,technical,medium,0
0.73,0.95,4.0,243.0,3,0.0,0,technical,medium,0
0.28,,3.0,,2,,0,technical,medium,0
0.77,0.61,4.0,,2,1.0,0,support,,0
0.85,,3.0,,3,0.0,0,support,medium,0
0.56,0.76,3.0,134.0,2,0.0,0,support,high,0
0.81,1.0,5.0,143.0,2,0.0,0,support,,0
0.83,,3.0,156.0,3,0.0,0,support,,0
0.49,0.48,,249.0,3,0.0,0,support,medium,0
0.81,,,247.0,3,0.0,0,support,medium,0
0.56,0.92,5.0,,4,0.0,0,support,medium,0
0.77,0.83,3.0,160.0,3,0.0,0,support,low,0
0.73,0.5,4.0,224.0,4,1.0,0,support,low,0
0.95,,4.0,235.0,2,0.0,0,support,low,0
0.69,0.68,5.0,167.0,3,0.0,0,technical,low,0
0.79,0.89,3.0,104.0,4,0.0,0,technical,low,0
0.63,0.57,5.0,160.0,2,0.0,0,technical,low,0
0.8,0.79,4.0,168.0,3,0.0,0,management,low,0
0.64,,2.0,,2,0.0,0,IT,low,0
0.92,0.9,,249.0,3,0.0,0,IT,low,0
0.96,0.75,,177.0,2,0.0,0,IT,low,0
0.56,0.85,3.0,225.0,3,0.0,0,IT,high,0
0.37,0.61,3.0,186.0,2,0.0,0,IT,low,0
0.5,,3.0,133.0,2,1.0,0,product_mng,low,0
0.49,0.58,4.0,213.0,4,1.0,0,product_mng,low,0
1.0,0.73,3.0,245.0,2,1.0,0,product_mng,,0
0.82,0.75,5.0,160.0,3,1.0,0,product_mng,high,0
0.52,0.54,4.0,212.0,3,0.0,0,IT,low,0
0.76,,4.0,135.0,3,1.0,1,RandD,low,0
0.2,,3.0,149.0,4,0.0,1,RandD,low,0
0.6,,4.0,178.0,3,0.0,1,RandD,high,0
0.69,0.9,6.0,224.0,4,0.0,1,RandD,low,0
0.93,0.51,3.0,,2,0.0,1,RandD,,0
0.7,0.64,4.0,178.0,3,1.0,1,marketing,,0
0.56,,4.0,191.0,2,1.0,1,sales,,0
0.97,0.61,4.0,167.0,3,0.0,1,accounting,high,0
0.24,0.65,6.0,275.0,5,1.0,1,support,,0
0.83,,3.0,168.0,3,0.0,1,technical,medium,0
0.55,0.85,3.0,152.0,2,0.0,1,management,,0
0.68,0.99,,263.0,3,1.0,1,marketing,medium,0
0.48,0.53,3.0,113.0,4,0.0,0,marketing,medium,0
0.75,0.95,3.0,253.0,3,0.0,0,marketing,,0
0.61,0.5,,271.0,3,1.0,0,sales,medium,0
0.5,,4.0,165.0,2,1.0,0,sales,medium,0
0.78,0.54,5.0,,3,0.0,0,sales,high,0
0.61,0.68,4.0,244.0,3,0.0,0,sales,low,0
0.48,0.5,4.0,179.0,3,0.0,0,sales,,0
0.93,0.92,3.0,248.0,2,0.0,0,sales,medium,0
0.78,0.58,3.0,224.0,2,0.0,0,sales,medium,0
0.92,0.99,5.0,236.0,4,0.0,0,sales,medium,0
0.71,0.98,5.0,213.0,3,0.0,0,sales,medium,0
0.15,,4.0,238.0,3,0.0,0,sales,,0
0.14,0.83,5.0,153.0,5,1.0,0,sales,medium,0
0.56,,,247.0,2,0.0,0,sales,medium,0
1.0,,3.0,,3,0.0,0,sales,,0
0.77,,3.0,147.0,4,0.0,0,sales,,0
0.86,,3.0,150.0,2,0.0,0,sales,low,0
0.88,0.95,3.0,137.0,3,0.0,0,sales,low,0
0.85,,5.0,179.0,3,0.0,0,sales,low,0
0.95,0.56,5.0,194.0,2,0.0,0,sales,,0
0.65,,4.0,224.0,3,0.0,0,sales,low,0
0.7,0.55,3.0,253.0,2,1.0,0,accounting,low,0
0.6,0.55,3.0,177.0,3,1.0,0,accounting,low,0
0.84,0.83,3.0,215.0,3,0.0,0,accounting,high,0
0.23,0.59,5.0,245.0,5,0.0,0,hr,low,0
0.89,0.75,,134.0,3,0.0,0,hr,low,0
0.98,,4.0,,2,0.0,0,hr,low,0
0.88,0.83,4.0,163.0,3,0.0,0,hr,low,0
0.87,0.52,3.0,152.0,4,0.0,0,technical,,0
0.93,0.96,3.0,268.0,4,0.0,0,technical,low,0
0.13,0.95,,149.0,2,0.0,0,technical,low,0
0.99,0.56,6.0,128.0,4,0.0,0,technical,medium,0
0.52,0.51,3.0,218.0,2,1.0,0,technical,medium,0
0.58,0.98,3.0,146.0,3,0.0,0,technical,,0
0.85,0.57,5.0,190.0,2,1.0,0,technical,,0
0.41,0.59,2.0,182.0,3,0.0,0,technical,,0
1.0,0.8,5.0,162.0,3,,0,technical,medium,0
0.63,0.64,3.0,243.0,3,0.0,0,technical,medium,0
0.63,0.58,4.0,141.0,3,,0,technical,medium,0
0.63,0.9,3.0,142.0,3,0.0,0,support,medium,0
0.59,0.62,3.0,203.0,4,0.0,0,support,medium,0
0.88,,4.0,168.0,4,0.0,0,support,medium,0
0.72,0.7,3.0,149.0,3,0.0,0,support,medium,0
0.67,0.81,4.0,168.0,2,0.0,0,support,high,0
0.41,0.54,2.0,190.0,4,0.0,0,support,low,0
0.3,0.68,3.0,229.0,6,0.0,0,support,,0
0.83,0.84,3.0,249.0,2,0.0,0,support,medium,0
0.73,0.93,4.0,162.0,2,1.0,0,support,medium,0
0.87,0.9,4.0,163.0,2,0.0,0,support,medium,0
0.93,0.74,2.0,169.0,4,0.0,0,support,low,0
0.97,0.91,4.0,257.0,3,1.0,0,technical,low,0
0.7,,,150.0,4,0.0,0,technical,low,0
0.66,0.95,4.0,183.0,3,0.0,0,technical,,0
0.62,0.66,3.0,208.0,3,0.0,0,management,low,0
0.56,0.52,4.0,158.0,2,0.0,0,IT,low,0
0.32,0.72,2.0,240.0,5,0.0,0,IT,low,0
0.55,0.81,5.0,251.0,3,0.0,0,IT,low,0
0.69,0.91,5.0,,2,0.0,0,IT,low,0
0.91,0.63,,226.0,3,1.0,0,IT,low,0
0.33,0.82,5.0,249.0,6,0.0,0,product_mng,,0
0.37,0.74,2.0,197.0,3,0.0,0,product_mng,low,0
0.95,0.57,5.0,216.0,3,0.0,0,product_mng,low,0
0.17,,4.0,260.0,5,0.0,0,product_mng,low,0
0.95,,4.0,,3,,0,IT,low,0
0.27,0.69,2.0,177.0,5,0.0,0,RandD,low,0
0.91,0.95,4.0,,3,,0,RandD,low,0
0.49,,3.0,148.0,2,1.0,0,RandD,low,0
0.6,0.56,4.0,138.0,3,0.0,0,RandD,low,0
0.52,0.57,4.0,,3,0.0,0,RandD,,0
0.54,0.65,3.0,202.0,3,0.0,0,marketing,,0
0.86,,4.0,160.0,2,1.0,0,sales,medium,0
0.78,0.87,4.0,264.0,3,0.0,0,accounting,medium,0
0.6,0.81,,245.0,3,1.0,0,support,,0
0.15,0.91,2.0,207.0,3,0.0,0,technical,,0
0.72,0.92,3.0,225.0,3,0.0,0,management,medium,0
0.94,0.85,4.0,236.0,2,0.0,0,marketing,medium,0
0.92,0.56,4.0,,3,0.0,0,marketing,medium,0
0.6,0.88,3.0,261.0,3,1.0,0,marketing,medium,0
0.41,0.68,4.0,273.0,3,0.0,0,sales,medium,0
0.5,0.43,3.0,184.0,2,0.0,0,sales,,0
0.8,0.91,3.0,202.0,2,0.0,0,sales,medium,0
0.67,0.83,4.0,195.0,3,0.0,0,sales,medium,0
0.71,0.88,4.0,266.0,3,0.0,0,sales,high,0
0.66,0.85,3.0,266.0,5,0.0,0,sales,low,0
0.77,,5.0,263.0,2,0.0,0,sales,medium,0
0.62,0.54,3.0,142.0,2,0.0,0,sales,medium,0
0.95,,4.0,,3,0.0,0,sales,medium,0
0.89,0.75,5.0,258.0,2,0.0,0,sales,,0
0.74,,,170.0,2,0.0,0,sales,low,0
0.19,0.8,4.0,249.0,5,0.0,0,sales,low,0
0.83,0.77,3.0,171.0,3,0.0,0,sales,low,0
0.53,0.64,2.0,177.0,4,0.0,0,sales,low,0
0.98,,5.0,188.0,2,0.0,0,sales,low,0
0.74,,5.0,146.0,2,0.0,0,sales,,0
0.22,0.88,5.0,154.0,5,0.0,0,sales,low,0
0.76,0.68,4.0,204.0,3,1.0,0,sales,low,0
0.89,0.91,5.0,224.0,3,1.0,0,sales,,0
0.5,0.84,3.0,156.0,4,0.0,0,accounting,low,0
0.17,,6.0,259.0,4,0.0,0,accounting,low,0
0.46,0.38,6.0,165.0,3,0.0,0,accounting,low,0
0.68,0.78,3.0,264.0,3,0.0,0,hr,low,0
0.77,0.86,4.0,215.0,2,0.0,0,hr,low,0
0.68,0.83,3.0,133.0,3,0.0,0,hr,low,0
0.15,0.7,4.0,220.0,4,0.0,0,hr,low,0
0.7,0.98,4.0,176.0,5,0.0,0,technical,,0
0.66,0.96,4.0,103.0,2,0.0,0,technical,low,0
0.54,,5.0,155.0,3,0.0,0,technical,low,0
0.57,0.57,4.0,141.0,3,0.0,0,technical,low,0
0.78,0.58,3.0,150.0,3,1.0,0,technical,low,0
0.14,0.83,5.0,,6,0.0,0,technical,,0
0.73,0.86,4.0,,3,0.0,0,technical,,0
0.65,0.97,4.0,,2,0.0,0,technical,medium,0
0.31,0.59,3.0,176.0,3,0.0,0,technical,medium,0
0.77,0.55,2.0,172.0,2,0.0,0,technical,medium,0
0.68,0.85,3.0,243.0,4,0.0,0,technical,,0
0.79,0.69,4.0,209.0,2,0.0,0,support,medium,0
0.92,0.62,4.0,196.0,3,0.0,0,support,,0
0.77,0.96,6.0,225.0,4,0.0,0,support,medium,0
0.48,0.89,3.0,261.0,2,,0,support,medium,0
0.63,0.66,4.0,157.0,2,,0,support,medium,0
0.92,,5.0,259.0,3,1.0,0,support,,0
0.5,0.85,4.0,224.0,6,0.0,0,support,high,0
0.52,0.91,5.0,193.0,2,,0,support,low,0
0.73,0.79,4.0,157.0,3,0.0,0,support,medium,0
0.99,0.87,4.0,223.0,3,0.0,0,support,medium,0
0.91,0.99,3.0,188.0,3,1.0,0,support,medium,0
0.85,0.79,3.0,,2,0.0,0,technical,medium,0
0.95,,4.0,207.0,2,1.0,0,technical,low,0
0.67,,3.0,153.0,4,0.0,0,technical,,0
0.86,0.55,3.0,269.0,2,0.0,0,management,low,0
0.71,0.54,4.0,198.0,3,0.0,0,IT,low,0
0.99,0.95,4.0,102.0,5,0.0,0,IT,low,0
0.57,0.61,,167.0,2,1.0,0,IT,low,0
0.98,0.72,3.0,252.0,2,0.0,0,IT,,0
0.62,0.58,3.0,192.0,2,0.0,0,IT,low,0
0.74,0.79,5.0,237.0,4,0.0,0,product_mng,low,0
0.7,0.6,4.0,158.0,3,0.0,0,product_mng,low,0
0.8,0.93,3.0,260.0,3,0.0,0,product_mng,low,0
0.65,0.69,4.0,153.0,3,,0,product_mng,low,0
0.53,0.52,3.0,233.0,4,0.0,0,IT,,0
0.43,0.62,2.0,180.0,3,0.0,0,RandD,low,0
0.59,0.65,,163.0,3,1.0,0,RandD,low,0
0.16,,6.0,211.0,6,1.0,0,RandD,low,0
0.84,0.8,3.0,151.0,3,,0,RandD,low,0
0.78,0.95,3.0,249.0,4,0.0,0,RandD,low,0
0.66,0.91,5.0,199.0,3,1.0,0,marketing,low,0
0.7,0.74,4.0,247.0,2,0.0,0,sales,low,0
0.73,0.63,,174.0,3,0.0,0,accounting,low,0
0.65,,4.0,,4,0.0,0,support,medium,0
0.79,0.59,5.0,,4,0.0,0,technical,medium,0
